"","X","RA_FGM","RA_FGA","RA_FG.","ITP_FGM","ITP_FGA","ITP_FG.","MR_FGM","MR_FGA","MR_FG.","LC3_FGM","LC3_FGA","LC3_FG.","RC3_FGM","RC3_FGA","RC3_FG.","ATB_FGM","ATB_FGA","ATB_FG.","win","ortg","pt_diff"
"1",0,29,38,0.763157894736842,6,16,0.375,7,16,0.4375,2,4,0.5,2,2,1,3,14,0.214285714285714,1,121.4,29
