,RA_FGM,RA_FGA,RA_FG%,ITP_FGM,ITP_FGA,ITP_FG%,MR_FGM,MR_FGA,MR_FG%,LC3_FGM,LC3_FGA,LC3_FG%,RC3_FGM,RC3_FGA,RC3_FG%,ATB_FGM,ATB_FGA,ATB_FG%,win,ortg,pt_diff
98,11,20,0.55,5,9,0.555555556,7,13,0.538461538,3,4,0.75,2,7,0.285714286,9,30,0.3,1,108.1,9
99,23,38,0.605263158,1,11,0.090909091,6,12,0.5,1,5,0.2,2,6,0.333333333,5,15,0.333333333,0,98.6,-9
100,17,28,0.607142857,3,13,0.230769231,5,20,0.25,3,10,0.3,2,3,0.666666667,7,15,0.466666667,1,102.1,2
101,10,23,0.434782609,6,14,0.428571429,8,21,0.380952381,2,4,0.5,0,3,0.0,8,22,0.363636364,0,100.1,-2
102,14,24,0.583333333,9,17,0.529411765,2,9,0.222222222,2,3,0.666666667,2,4,0.5,8,31,0.258064516,0,112.3,-29
103,11,13,0.846153846,18,35,0.514285714,6,8,0.75,1,4,0.25,1,1,1.0,14,28,0.5,1,143.6,29
104,17,27,0.62962963,11,27,0.407407407,7,14,0.5,0,1,0.0,0,2,0.0,8,30,0.266666667,1,110.5,12
105,15,22,0.681818182,7,21,0.333333333,7,21,0.333333333,3,3,1.0,0,1,0.0,7,26,0.269230769,0,98.8,-12
106,17,37,0.459459459,11,20,0.55,2,4,0.5,2,4,0.5,2,2,1.0,5,17,0.294117647,0,103.3,-16
107,18,27,0.666666667,5,13,0.384615385,2,7,0.285714286,3,7,0.428571429,3,7,0.428571429,13,25,0.52,1,118.8,16
108,15,21,0.714285714,8,14,0.571428571,5,11,0.454545455,0,6,0.0,1,5,0.2,10,21,0.476190476,1,120.9,19
109,11,16,0.6875,13,24,0.541666667,1,9,0.111111111,0,2,0.0,1,5,0.2,9,30,0.3,0,100.9,-19
110,13,21,0.619047619,15,29,0.517241379,8,16,0.5,3,6,0.5,1,2,0.5,6,22,0.272727273,1,119.8,1
111,17,31,0.548387097,12,27,0.444444444,9,16,0.5625,1,1,1.0,2,3,0.666666667,10,22,0.454545455,0,118.9,-1
112,16,33,0.484848485,4,17,0.235294118,0,4,0.0,3,5,0.6,1,4,0.25,9,30,0.3,0,106.6,-9
113,23,37,0.621621622,9,19,0.473684211,1,5,0.2,2,7,0.285714286,2,2,1.0,7,18,0.388888889,1,116.0,9
114,14,18,0.777777778,8,16,0.5,5,12,0.416666667,1,7,0.142857143,1,3,0.333333333,11,31,0.35483871,1,120.9,3
115,13,23,0.565217391,13,20,0.65,2,5,0.4,3,6,0.5,0,4,0.0,10,33,0.303030303,0,117.9,-3
116,11,17,0.647058824,22,35,0.628571429,3,9,0.333333333,1,2,0.5,0,1,0.0,8,26,0.307692308,1,113.2,5
117,16,41,0.390243902,10,20,0.5,7,13,0.538461538,2,3,0.666666667,2,3,0.666666667,6,17,0.352941176,0,108.2,-5
118,17,32,0.53125,4,6,0.666666667,3,9,0.333333333,3,5,0.6,1,5,0.2,14,28,0.5,0,126.0,-11
119,24,36,0.666666667,1,8,0.125,4,8,0.5,3,4,0.75,2,4,0.5,13,32,0.40625,1,136.8,11
120,20,32,0.625,5,8,0.625,9,13,0.692307692,1,4,0.25,1,4,0.25,11,33,0.333333333,0,121.8,-21
121,17,27,0.62962963,8,13,0.615384615,14,25,0.56,2,5,0.4,0,0,,15,24,0.625,1,142.3,21
122,21,27,0.777777778,5,9,0.555555556,5,9,0.555555556,2,9,0.222222222,1,2,0.5,11,27,0.407407407,0,124.8,-6
123,17,21,0.80952381,4,6,0.666666667,10,20,0.5,2,5,0.4,2,5,0.4,12,25,0.48,1,130.8,6
124,18,36,0.5,6,11,0.545454545,5,11,0.454545455,2,7,0.285714286,2,6,0.333333333,9,23,0.391304348,0,105.1,-2
125,29,47,0.617021277,1,7,0.142857143,3,5,0.6,2,4,0.5,1,6,0.166666667,8,25,0.32,1,107.0,2
126,14,30,0.466666667,2,10,0.2,6,15,0.4,0,1,0.0,0,3,0.0,11,26,0.423076923,0,98.6,-27
127,23,31,0.741935484,3,8,0.375,9,15,0.6,0,3,0.0,1,2,0.5,14,33,0.424242424,1,126.1,27
128,15,25,0.6,8,16,0.5,8,11,0.727272727,4,4,1.0,2,4,0.5,6,24,0.25,1,115.4,12
129,18,34,0.529411765,4,12,0.333333333,3,6,0.5,2,6,0.333333333,1,1,1.0,8,20,0.4,0,102.6,-12
130,15,26,0.576923077,4,11,0.363636364,6,14,0.428571429,5,7,0.714285714,1,2,0.5,6,26,0.230769231,0,104.5,-6
131,14,20,0.7,6,19,0.315789474,9,19,0.473684211,3,8,0.375,3,5,0.6,7,19,0.368421053,1,110.8,6
132,15,28,0.535714286,7,11,0.636363636,4,11,0.363636364,4,7,0.571428571,5,6,0.833333333,4,17,0.235294118,1,129.8,13
133,13,17,0.764705882,12,21,0.571428571,3,10,0.3,0,4,0.0,3,4,0.75,8,17,0.470588235,0,116.1,-13
